iter,umax,divmax,pmax,pargmax_i,pargmax_j,pargmax_k,force_lin_sum,force_lin_max,visc_lin_max,pres_lin_max
157,3.894551e-02,7.254637e-02,1.985084e+02,412,85,14,2.643501e+00,5.470295e-01,7.175249e-06,5.470223e-01
158,3.503844e-02,2.512228e-01,0.000000e+00,0,0,0,3.820856e-05,8.803568e-06,8.803568e-06,0.000000e+00
159,3.432478e-02,3.238024e-01,0.000000e+00,0,0,0,2.575354e-05,5.575478e-06,5.575478e-06,0.000000e+00
160,3.393416e-02,3.178534e-01,0.000000e+00,0,0,0,3.069600e-05,6.543293e-06,6.543293e-06,0.000000e+00
161,3.350219e-02,3.452154e-01,0.000000e+00,0,0,0,3.510903e-05,7.748283e-06,7.748283e-06,0.000000e+00
162,3.299035e-02,3.983080e-01,0.000000e+00,0,0,0,3.838589e-05,9.152915e-06,9.152915e-06,0.000000e+00
163,3.241259e-02,4.643697e-01,0.000000e+00,0,0,0,4.095104e-05,1.039924e-05,1.039924e-05,0.000000e+00
164,3.178069e-02,5.364317e-01,0.000000e+00,0,0,0,4.303965e-05,1.152327e-05,1.152327e-05,0.000000e+00
165,3.274789e-02,7.388097e-02,1.864927e+02,412,85,14,2.224656e+00,7.914800e-01,8.757774e-06,7.914712e-01
166,3.140581e-02,2.714501e-01,0.000000e+00,0,0,0,4.040153e-05,1.064295e-05,1.064295e-05,0.000000e+00
167,2.930510e-02,3.654331e-01,0.000000e+00,0,0,0,2.976576e-05,6.833152e-06,6.833152e-06,0.000000e+00
168,2.876423e-02,3.959315e-01,0.000000e+00,0,0,0,3.456690e-05,7.688815e-06,7.688815e-06,0.000000e+00
169,2.818251e-02,4.456100e-01,0.000000e+00,0,0,0,3.893236e-05,8.277978e-06,8.277978e-06,0.000000e+00
170,2.865715e-02,5.156302e-01,0.000000e+00,0,0,0,4.229666e-05,9.205696e-06,9.205696e-06,0.000000e+00
171,2.952987e-02,6.752251e-02,1.711063e+02,412,85,14,1.557082e+00,3.366778e-01,8.812533e-06,3.366690e-01
172,3.196280e-02,2.820684e-01,0.000000e+00,0,0,0,4.259183e-05,1.049457e-05,1.049457e-05,0.000000e+00
173,2.865274e-02,4.058233e-01,0.000000e+00,0,0,0,3.668015e-05,8.556859e-06,8.556859e-06,0.000000e+00
174,3.047834e-02,4.651754e-01,0.000000e+00,0,0,0,4.039344e-05,9.826656e-06,9.826656e-06,0.000000e+00
175,3.236348e-02,5.307287e-01,0.000000e+00,0,0,0,4.363252e-05,1.116260e-05,1.116260e-05,0.000000e+00
176,3.275162e-02,6.787127e-02,1.625047e+02,414,85,14,1.480139e+00,5.214840e-01,9.808969e-06,5.214742e-01
177,3.519180e-02,2.690571e-01,0.000000e+00,0,0,0,4.371564e-05,1.151726e-05,1.151726e-05,0.000000e+00
178,2.941372e-02,3.829809e-01,0.000000e+00,0,0,0,3.758125e-05,8.217186e-06,8.217186e-06,0.000000e+00
179,3.106358e-02,4.470272e-01,0.000000e+00,0,0,0,4.114170e-05,9.033658e-06,9.033658e-06,0.000000e+00
180,3.289118e-02,5.178743e-01,0.000000e+00,0,0,0,4.435751e-05,1.033572e-05,1.033572e-05,0.000000e+00
181,3.368052e-02,6.503521e-02,1.582841e+02,412,85,14,1.241061e+00,3.081582e-01,9.992354e-06,3.081482e-01
182,3.586987e-02,2.783597e-01,0.000000e+00,0,0,0,4.535697e-05,1.152906e-05,1.152906e-05,0.000000e+00
183,3.293984e-02,4.137845e-01,0.000000e+00,0,0,0,4.100480e-05,9.790103e-06,9.790103e-06,0.000000e+00
184,3.456058e-02,4.959393e-01,0.000000e+00,0,0,0,4.431482e-05,1.094905e-05,1.094905e-05,0.000000e+00
185,3.538935e-02,6.326871e-02,1.448368e+02,412,85,14,1.098338e+00,3.394926e-01,1.049276e-05,3.394822e-01
186,3.766054e-02,2.694172e-01,0.000000e+00,0,0,0,4.645156e-05,1.208892e-05,1.208892e-05,0.000000e+00
187,3.443865e-02,4.043358e-01,0.000000e+00,0,0,0,4.278127e-05,1.012143e-05,1.012143e-05,0.000000e+00
188,3.599710e-02,4.942598e-01,0.000000e+00,0,0,0,4.597908e-05,1.124204e-05,1.124204e-05,0.000000e+00
189,3.681517e-02,6.286778e-02,1.438850e+02,412,85,14,1.084715e+00,3.107367e-01,1.088711e-05,3.107258e-01
190,3.894743e-02,2.692171e-01,0.000000e+00,0,0,0,4.785796e-05,1.239371e-05,1.239371e-05,0.000000e+00
191,3.598707e-02,4.036561e-01,0.000000e+00,0,0,0,4.403081e-05,1.059191e-05,1.059191e-05,0.000000e+00
